N_Item	Average_Q	N_invited	BFQ	time4	time6	time7	time8	time9	time10	time11	time12	time14	time15	time19	bid2	bid3	bid4	bid5	bid8	mkt2	mkt3	mkt4	mkt7	EFF
1	1	3	81500	Parallel	30	Yes	2	Yes	3	3	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.092932515
1	1	4	138666	Staggered	NA	Yes	2	Yes	3	5	5	70	10	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.291955995
1	1	2	5.60E+10	Serial	NA	No	NA	Yes	1	2	2	30	2	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.020510925
1	1	2	720000	Serial	NA	Yes	2	Yes	2	1	2	30	30	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.082320833
1	1	3	123869.1	Parallel	20	Yes	2	Yes	2	3	3	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	8.07E-07
1	1	4	745737	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.12837904
1	1	3	61320.7	Parallel	30	Yes	2	Yes	3	3	3	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.011415395
1	1	5	865700	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.204112279
1	1	3	613207.55	Parallel	20	Yes	1	Yes	2	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.343738527
1	1	5	479434.45	Parallel	30	Yes	2	Yes	2	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.049009995
1	1	3	1500682.6	Parallel	20	Yes	3	Yes	3	3	3	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.00045486
1	1	4	344920	Parallel	70	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.147628436
1	1	2	322544.9	Parallel	30	Yes	2	Yes	2	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	Yes	Their own rank	"Yes, to Buyers and Participants"	No	0.060000639
1	1	4	880100	Parallel	80	Yes	2	Yes	3	7	7	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.139249335
1	1	3	58676.46	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.080339202
1	1	4	1125405.6	Parallel	20	Yes	2	Yes	2	3	3	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.306916546
1	8	3	83539.84	Parallel	30	Yes	2	Yes	3	3	3	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.281779807
1	1	5	135000	Parallel	30	Yes	2	Yes	3	3	3	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.174814815
1	1	3	8488827.22	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.181179327
1	1	3	845051.58	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.001244397
1	8	4	73854.88	Parallel	30	Yes	2	Yes	3	3	3	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.052195332
1	1	4	3889250	Parallel	15	Yes	2	Yes	4	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.190075207
1	1	4	433646.4	Parallel	30	Yes	2	Yes	4	2	2	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.137003328
1	1200	3	180000	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.168
1	1	3	199000	Parallel	70	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.015075377
1	1	2	371000	Parallel	30	Yes	5	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.514824798
1	1	3	1025978	Parallel	30	Yes	2	Yes	1	2	2	NA	NA	NA	Allow prebids	Nominal amount	No	Allow tie bids for all ranks	Yes	No	No	No	No	0.132535006
1	32	4	283200	Parallel	2	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	4.52E-05
1	1	3	150098	Parallel	30	Yes	2	Yes	2	2	2	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank when leading	No	No	0.197004624
1	1	2	877136	Parallel	30	Yes	3	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	Yes	No	No	No	No	0.053738531
1	1	1	365439.2	Parallel	30	Yes	2	Yes	1	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	Yes	No	No	No	No	0.14075994
1	9880	3	1094704	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.025270758
1	1	3	611876.92	Parallel	20	Yes	1	Yes	2	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.021208383
1	1	4	195846	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.101334722
1	1	5	489870	Parallel	30	Yes	5	Yes	5	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.036479066
1	1	5	1041055.53	Parallel	20	Yes	1	Yes	2	3	3	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.010619539
1	1	2	1300500	Parallel	30	Yes	5	Yes	2	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	No	No	No	0.063821607
1	10000	2	1640000	Parallel	10	Yes	2	Yes	2	3	3	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.024390244
1	2	3	148672.56	Parallel	30	Yes	2	Yes	3	3	3	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.030002577
2	3000	3	283540	Serial	NA	Yes	1	Yes	2	1	2	8	8	NA	Allow prebids	Percentage	No	No tie bids	No	No	No	No	No	0.004937575
1	1	6	266226	Parallel	30	Yes	5	Yes	6	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.135223457
1	9880	3	1094704	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.252707581
1	500	3	277000	Parallel	30	Yes	2	Yes	3	3	3	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.019855596
1	1	4	64720	Parallel	30	Yes	5	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.018850433
1	1	4	388300	Parallel	70	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.083183106
1	11250	2	56250	Parallel	30	Yes	2	Yes	2	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.04
1	30	2	88200	Parallel	30	Yes	2	Yes	2	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.236394558
2	1	6	1504000	Parallel	30	Yes	5	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.274601064
1	500	2	205000	Parallel	30	Yes	2	Yes	2	2	2	NA	NA	NA	Allow prebids	Nominal amount	No	Allow tie bids for all ranks	No	No	Their own rank when leading	No	No	0.270731707
1	1	6	1593200	Parallel	30	Yes	5	Yes	6	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.096158674
1	1	4	75000	Serial	NA	Yes	2	Yes	3	2	2	20	20	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.110145867
1	1	3	374847	Parallel	20	Yes	3	Yes	3	3	3	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.002259589
1	1	5	145098000	Serial	NA	No	NA	Yes	1	3	5	20	2	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.166990586
1	1	3	954142	Parallel	30	Yes	5	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.047162791
1	1	5	249210	Parallel	30	Yes	5	Yes	5	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.205489346
1	1	3	205260	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	Yes	No	Their own rank	No	No	0.049985384
1	1	5	592402000	Serial	NA	No	NA	Yes	1	2	2	30	2	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.016880429
1	1	3	462550	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	Yes	No	Their own rank	No	No	0.091990055
1	1	4	676607.8	Parallel	30	Yes	3	Yes	3	3	3	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.220966711
1	1	5	519007.5	Parallel	20	Yes	1	Yes	2	3	3	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.190763139
1	1	4	288470	Parallel	40	Yes	2	Yes	2	3	3	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.237355704
7	7.714285714	3	193559.16	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.102144171
1	1	4	282485	Parallel	40	Yes	2	Yes	2	3	3	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.021879038
3	1	4	3.40E+09	Parallel	40	Yes	2	Yes	4	5	5	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.182058824
4	2750	3	2404546000	Serial	NA	Yes	2	Yes	1	2	2	10	5	NA	Allow prebids	Nominal amount	Yes	No tie bids	Yes	No	Their own rank	No	No	0.018714552
1	1	4	1974016	Parallel	20	Yes	3	Yes	3	3	3	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.148943068
1	2000	3	247780	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.063685527
2	1	3	116500	Parallel	30	Yes	2	Yes	3	3	3	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.025751073
1	1	5	135493	Parallel	30	Yes	2	Yes	5	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.261954492
1	1	6	1852731	Parallel	70	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.087833042
1	360	5	261237.6	Parallel	25	Yes	2	Yes	5	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.035360913
1	1	4	1124500	Parallel	40	Yes	2	Yes	2	3	3	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank when leading	No	No	0.044464206
1	1	3	1823664.15	Serial	NA	Yes	1	Yes	3	2	2	10	10	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.034266523
1	1	6	665000	Parallel	30	Yes	3	Yes	6	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.296439098
1	1	4	571623	Parallel	40	Yes	2	Yes	4	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	No	No	No	0.255209657
1	14000	5	75600	Parallel	30	Yes	2	Yes	2	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.159259259
1	1	4	4.00E+08	Parallel	30	Yes	3	Yes	3	4	4	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.400496648
1	1	5	393670	Parallel	30	Yes	2	Yes	5	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.096197323
1	1	3	60200	Parallel	30	Yes	2	Yes	3	3	3	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.009966777
1	1	4	312831.2	Parallel	20	Yes	2	Yes	2	3	3	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.092165359
1	1	3	265000	Parallel	40	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.00754717
1	1	3	238562	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.048465388
1	1	5	2605145	Parallel	40	Yes	2	Yes	2	3	3	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.111373839
1	1	3	506785.84	Parallel	20	Yes	3	Yes	3	3	3	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.072586558
1	1	5	1680358	Parallel	30	Yes	2	Yes	5	2	2	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.303719803
1	1	3	423000	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.173049645
1	1	5	995406	Parallel	40	Yes	2	Yes	5	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	No	No	No	0.316861662
1	1	4	742951	Parallel	70	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.201966213
1	1	3	272164.2	Parallel	20	Yes	2	Yes	2	3	3	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.24739918
1	1	6	2931620	Parallel	30	Yes	5	Yes	6	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.331154788
1	1	4	943632	Parallel	30	Yes	3	Yes	4	3	3	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.067433067
1	18	3	60138	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.042202933
3	966.6666667	2	97440	Parallel	30	Yes	2	Yes	2	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.00297619
1	1	4	2056388.4	Parallel	20	Yes	1	Yes	2	3	3	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.093157061
1	1	4	77970	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.159933308
1	1	4	174394	Parallel	30	Yes	2	Yes	4	3	3	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	Yes	No	Their own rank	"Yes, to Buyers and Participants"	No	0.025195821
1	12	3	262080	Serial	NA	Yes	2	Yes	3	2	2	20	20	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.034798535
1	1	3	378477	Parallel	30	Yes	2	Yes	2	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.206385989
1	1	5	407292	Parallel	30	Yes	2	Yes	2	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.017903617
1	1	3	1100510	Parallel	30	Yes	3	Yes	3	3	3	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.28760302
1	1	3	64500	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.232013023
1	1	5	3108112	Parallel	20	Yes	1	Yes	2	3	3	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.079827239
1	1	3	124500	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.212273976
1	1	4	398514.6	Parallel	30	Yes	2	Yes	4	2	2	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	Yes	No	Their own rank	"Yes, to Buyers and Participants"	No	0.110446644
1	1	5	600700	Parallel	40	Yes	2	Yes	5	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.251623106
1	1	7	281000	Parallel	30	Yes	5	Yes	7	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.270462633
1	1	5	4758961.5	Parallel	40	Yes	2	Yes	2	3	3	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.272950622
1	1	2	1.05E+09	Serial	NA	No	NA	Yes	1	2	2	30	2	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.047720798
1	1	6	537061	Parallel	30	Yes	5	Yes	6	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.433956292
1	1	5	914598	Parallel	30	Yes	5	Yes	5	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.172753494
1	1	5	310515	Parallel	60	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.104713138
1	1	2	789031	Parallel	30	Yes	3	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	Yes	No	No	No	No	0.071012419
1	1	3	54955	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.002511145
1	1	4	2908380	Parallel	30	Yes	5	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.33475103
1	1	5	300213	Parallel	70	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.257194059
1	1	4	723627.3	Serial	NA	Yes	2	Yes	2	3	3	20	10	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.249613717
1	1	3	74308	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.179092426
1	2	3	120000	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.083333333
1	1	3	366800	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.239367503
1	1	3	1507965	Parallel	30	Yes	5	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.137911026
1	30000	3	261000	Parallel	30	Yes	2	Yes	2	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.08045977
1	1	5	1616971	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.239936894
1	1	5	255680	Parallel	30	Yes	5	Yes	5	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.123904881
1	1	3	9.00E+08	Parallel	30	Yes	2	Yes	3	4	4	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.055555556
1	1	3	79252	Parallel	20	Yes	2	Yes	3	3	3	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.217685358
1	1	5	468510	Parallel	70	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.26680327
1	1	6	2570705	Parallel	40	Yes	2	Yes	6	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.120863732
1	41858	2	30984547.34	Serial	NA	Yes	2	Yes	2	3	3	30	10	NA	Do not allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.212582576
1	1	5	790368	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.13015203
1	1	4	234716	Parallel	30	Yes	5	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.177143697
1	470000	6	648600	Parallel	30	Yes	2	Yes	2	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.260869565
1	1	3	442502	Serial	NA	Yes	5	Yes	3	5	5	30	10	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.102012533
1	1	2	76410	Parallel	20	Yes	2	Yes	2	3	3	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.003996074
1	1	4	2687194	Serial	NA	Yes	1	Yes	2	3	3	20	10	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.038030005
1	1	2	4.65E+08	Parallel	30	Yes	2	Yes	2	3	3	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.002150538
6	1	9	117600	Parallel	30	Yes	3	Yes	9	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.030206548
1	1	6	395860	Parallel	30	Yes	2	Yes	6	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.092889481
1	1	6	1522841.72	Parallel	30	Yes	3	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	Yes	No	No	No	No	0.21068619
1	1	3	481833	Serial	NA	Yes	1	Yes	3	3	3	20	10	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.070217274
1	1	3	1174779200	Serial	NA	No	NA	Yes	1	2	2	30	2	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.066485004
1	1	5	266235	Serial	NA	Yes	2	Yes	5	5	5	30	2	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.112682405
1	1	5	713656	Parallel	30	Yes	5	Yes	5	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers only"	No	0.086394565
1	1	4	149030	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers only"	No	0.392753137
1	1	5	221466	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.133049768
1	1	4	560021.8	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers only"	No	0.357128955
1	1	3	61585	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers only"	No	0.141836486
1	1	4	430500	Parallel	45	Yes	2	Yes	2	3	3	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers only"	No	0.236933798
1	1	4	1287881	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers only"	No	0.341554072
1	1	3	342550	Parallel	40	Yes	2	Yes	2	3	3	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers only"	No	0.176762516
2	1000	3	186000	Serial	NA	Yes	1	Yes	2	1	1	15	10	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers only"	No	0.222903226
1	1	3	895827933	Serial	NA	No	NA	Yes	1	2	2	30	2	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.011162858
1	3.00E+05	5	2.46E+09	Serial	NA	No	NA	Yes	1	2	2	30	2	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.048780488
1	1	3	276000	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers only"	No	0.169565217
1	1	5	249760.5	Parallel	30	Yes	2	Yes	2	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	"Yes, to Buyers only"	No	0.099136973
1	1	4	616216	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers only"	No	0.282133213
1	1	3	168520	Parallel	20	Yes	2	Yes	3	3	3	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.115831949
