Auction	N_Item	Average_Q	N_invited	BFQ	time4	time6	time7	time8	time9	time10	time11	time12	time14	time15	time19	bid2	bid3	bid4	bid5	bid8	mkt2	mkt3	mkt4	mkt7
Doc376402905.xls	4	24	3	5050776	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc376930773.xls	2	3	4	807000	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	Yes	Their own rank	No	No
Doc380213484.xls	1	12	3	633600	Serial	NA	Yes	2	Yes	2	5	5	20	20	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc381366115.xls	1	1	4	284200	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc381366159.xls	1	1	3	258240.53	Parallel	25	Yes	2	Yes	3	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc383305082.xls	2	1	2	6615798.2	Parallel	30	Yes	2	Yes	2	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc384403064.xls	1	1	2	1357117	Parallel	40	Yes	2	Yes	2	5	5	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No
Doc391273810.xls	1	1	3	238896	Parallel	60	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No
Doc391391610.xls	1	1	3	80250	Parallel	40	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No
Doc403503457.xls	1	28920	4	225576	Parallel	30	Yes	2	Yes	2	2	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc403662927.xls	4	1	3	2425904	Parallel	15	Yes	3	Yes	3	2	2	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc408649930.xls	1	1	5	308400	Parallel	30	No	NA	Yes	5	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc409159807.xls	1	1	4	178155	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc409159848.xls	1	60	2	87610.8	Parallel	30	Yes	2	Yes	2	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	Yes	Their own rank	"Yes, to Buyers and Participants"	No
Doc410391372.xls	5	1	5	878834	Parallel	30	Yes	2	Yes	4	2	2	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc412089512.xls	1	1	3	495000	Parallel	40	Yes	2	Yes	2	5	5	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No
Doc416103064.xls	1	1	4	12656691.78	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc423386371.xls	1	1	2	12582708	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc423625606.xls	1	1	2	1760240	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	No	No	No
Doc425011040.xls	4	1	4	1401033	Parallel	30	Yes	5	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc425508347.xls	2	1	4	506436	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	Yes	No	Their own rank	No	No
Doc428056263.xls	1	45	4	196200	Parallel	30	Yes	2	Yes	2	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc430454927.xls	1	1	6	4806300	Serial	NA	Yes	3	Yes	3	3	3	30	30	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc430520401.xls	2	1	6	15460908	Parallel	30	Yes	3	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc431458421.xls	1	1	4	446920	Parallel	30	Yes	3	Yes	3	3	3	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc433592311.xls	1	20	3	46400	Parallel	30	Yes	2	Yes	2	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc433599278.xls	2	41000	3	4553460	Parallel	30	Yes	2	Yes	2	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc435384338.xls	1	1	6	535550	Parallel	40	Yes	2	Yes	6	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc436110535.xls	2	1	3	396743.6	Parallel	30	Yes	2	Yes	2	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc444275620.xls	19	1005.894737	3	2348120	Serial	NA	Yes	2	Yes	2	2	5	20	10	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc449322268.xls	2	1	5	1148326.92	Parallel	30	Yes	2	Yes	2	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc454944267.xls	1	1	4	927048.12	Parallel	30	Yes	2	Yes	2	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc455273603.xls	2	800	5	98080	Parallel	30	Yes	2	Yes	2	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc458861430.xls	1	12	4	1485600	Parallel	30	Yes	2	Yes	1	2	2	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	Yes	No	No	No	No
Doc459371448.xls	2	1	2	429620	Parallel	30	Yes	2	Yes	1	2	2	NA	NA	NA	Allow prebids	Nominal amount	No	Allow tie bids for all ranks	Yes	No	No	No	No
Doc459720955.xls	1	12	3	1641600	Parallel	30	Yes	2	Yes	1	2	2	NA	NA	NA	Allow prebids	Nominal amount	No	Allow tie bids for all ranks	Yes	No	No	No	No
Doc460693374.xls	1	1	5	995840	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	Their own rank	No	No
Doc460697625.xls	1	1	3	115925.7	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc464407448.xls	8	31950	4	471144	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc464446347.xls	1	1	2	405120	Serial	NA	Yes	2	Yes	2	5	5	30	10	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc466726526.xls	1	1350	8	493209	Parallel	30	Yes	2	Yes	1	2	2	NA	NA	NA	Allow prebids	Nominal amount	No	Allow tie bids for all ranks	Yes	No	No	No	No
Doc467321049.xls	2	1	3	1775500	Parallel	20	Yes	1	Yes	2	3	3	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc468388760.xls	1	1	4	4.00E+05	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc468847031.xls	4	1	2	15550220	Parallel	40	Yes	2	Yes	2	5	5	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	No	No	No
Doc469637074.xls	10	55162.4	3	2213515.6	Parallel	15	Yes	1	Yes	2	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc474989230.xls	1	12	3	237576	Serial	NA	Yes	2	Yes	3	2	2	20	10	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc475026553.xls	1	1	3	322000	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc475538867.xls	1	1	3	246947.8	Parallel	20	Yes	3	Yes	3	3	3	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	Their own rank	No	No
Doc475553687.xls	1	1	3	87903	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	Yes	No	Their own rank when leading	"Yes, to Buyers and Participants"	No
Doc476210048.xls	1	1	2	2587000	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	Yes	No	No	No	No
Doc476256651.xls	2	250	5	250000	Parallel	30	Yes	2	Yes	2	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc478815162.xls	8	1	5	7667250	Parallel	45	Yes	2	Yes	6	3	3	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc478932509.xls	2	1	3	1179200	Parallel	25	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc479461149.xls	3	4000	4	3312000	Serial	NA	Yes	2	Yes	2	2	2	10	10	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc479616437.xls	1	1	3	180700	Parallel	70	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc481032784.xls	2	1	3	373584	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc481560045.xls	1	1	5	637290	Parallel	30	Yes	2	Yes	5	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No
Doc482335316.xls	1	1	2	925000	Parallel	40	Yes	2	Yes	2	3	3	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No
Doc484871703.xls	1	1	4	954000	Parallel	70	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc486973980.xls	1	1	2	6.00E+05	Parallel	40	Yes	5	Yes	2	5	5	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	Yes	No	No	No	No
Doc486986364.xls	1	1	3	589600	Parallel	35	Yes	2	Yes	2	3	3	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc488842825.xls	1	50	3	182743.5	Parallel	30	Yes	2	Yes	3	3	3	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc489687928.xls	1	1	5	327350	Parallel	30	Yes	2	Yes	5	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No
Doc491241352.xls	1	1	3	457345	Parallel	25	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc491452585.xls	1	1	4	358500	Parallel	30	Yes	5	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc492594775.xls	1	1	1	201000	Parallel	30	Yes	2	Yes	1	2	2	NA	NA	NA	Allow prebids	Nominal amount	No	Allow tie bids for all ranks	Yes	No	No	No	No
Doc493174859.xls	2	1	6	3591704	Parallel	30	Yes	2	Yes	6	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc493183983.xls	2	1	6	22492738.36	Serial	NA	Yes	1	Yes	2	3	3	20	20	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc494622173.xls	1	1	2	1.07E+09	Serial	NA	No	NA	Yes	1	3	5	20	2	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No
Doc494759433.xls	1	1	5	2.00E+05	Parallel	30	Yes	5	Yes	5	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc498387256.xls	2	1	5	914860	Parallel	30	Yes	5	Yes	5	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc498604227.xls	2	1	5	601928	Parallel	30	Yes	3	Yes	5	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc500169225.xls	1	1	4	304960	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No
Doc502486650.xls	1	1	4	897695	Parallel	60	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	No	No	No
Doc503217821.xls	1	1	6	1483705	Parallel	60	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc511272048.xls	2	1	4	430900	Serial	NA	Yes	5	Yes	4	5	5	30	30	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc512029868.xls	2	1	3	282152.16	Parallel	30	Yes	2	Yes	2	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No
Doc513178999.xls	2	5500	3	1188000	Parallel	20	Yes	2	Yes	2	3	3	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	Yes	No	No	No	No
Doc514653274.xls	1	6	3	90240	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc514847650.xls	2	1	5	521200	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc518280273.xls	1	1	4	603379	Parallel	30	Yes	2	Yes	4	3	3	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc519709342.xls	1	1	3	1304556.88	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers only"	No
Doc520763159.xls	1	1	4	178072	Parallel	30	Yes	5	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers only"	No
Doc521042648.xls	1	1	6	787950	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers only"	No
Doc521662307.xls	22	1	3	35184214	Parallel	50	Yes	3	Yes	3	3	3	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers only"	No
Doc521662359.xls	1	1	4	253112	Parallel	30	Yes	5	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers only"	No
Doc521835814.xls	1	1	7	425000	Parallel	30	Yes	5	Yes	7	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers only"	No
Doc522440575.xls	1	1	4	339886	Parallel	30	Yes	5	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers only"	No
Doc522449726.xls	1	2	2	50973.46	Parallel	30	Yes	2	Yes	3	3	3	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers only"	No
Doc522548344.xls	2	3	3	13849176	Parallel	20	Yes	2	Yes	3	3	3	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers only"	No
Doc524017149.xls	1	1	2	1300000	Parallel	30	Yes	3	Yes	2	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	No	"Yes, to Buyers only"	No
Doc524688862.xls	1	1	5	2220724	Parallel	40	Yes	2	Yes	5	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	No	"Yes, to Buyers only"	No
Doc525165037.xls	1	1	6	1734500	Parallel	70	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers only"	No
Doc526478730.xls	1	1000	2	140000	Parallel	30	Yes	2	Yes	2	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc527632912.xls	1	1	3	148430	Parallel	30	Yes	5	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers only"	No
Doc528400258.xls	1	1	5	1430400	Parallel	30	Yes	5	Yes	5	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers only"	No
Doc528424465.xls	1	1	4	367800	Parallel	70	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers only"	No
Doc528468747.xls	1	1	2	5203800	Serial	NA	Yes	2	Yes	2	5	5	20	10	NA	Do not allow prebids	Nominal amount	No	No tie bids	Yes	No	No	"Yes, to Buyers only"	No
Doc529968594.xls	1	1	5	4609687.879	Parallel	40	Yes	3	Yes	5	3	3	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers only"	No
Doc530446955.xls	1	1	3	551200	Parallel	30	Yes	5	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers only"	No
Doc531378998.xls	1	1	3	494825	Parallel	30	Yes	3	Yes	3	3	3	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No
Doc532288521.xls	1	1	3	2526382.64	Serial	NA	Yes	1	Yes	3	5	5	20	2	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	"Yes, to Buyers only"	No
Doc532288561.xls	1	234	3	79326	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers only"	No
Doc532289033.xls	1	1	3	132895000	Serial	NA	No	NA	Yes	1	3	5	20	2	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No
Doc535028908.xls	1	1	3	260000	Parallel	30	Yes	5	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc535385259.xls	1	1	4	1445896	Parallel	40	Yes	2	Yes	4	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers only"	No
Doc537637479.xls	1	10220	3	1839600	Parallel	20	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc537643353.xls	1	1	2	462734000	Serial	NA	No	NA	Yes	1	3	5	20	2	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	No	No	No
Doc538433238.xls	1	1	5	881510.3	Serial	NA	Yes	2	Yes	2	2	2	30	2	NA	Do not allow prebids	Percentage	No	No tie bids	Yes	No	No	"Yes, to Buyers only"	No
Doc539800473.xls	1	1	3	2522500	Parallel	40	No	NA	Yes	2	3	3	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc539814219.xls	1	1	3	77433.63	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc540646619.xls	1	1	4	1691000	Parallel	30	Yes	3	Yes	4	3	3	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank when leading	"Yes, to Buyers only"	No
Doc545237567.xls	1	1	6	366829.64	Parallel	70	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers only"	No
Doc545292041.xls	1	1	5	358010	Parallel	70	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers only"	No
Doc545322338.xls	2	1	4	3756950	Serial	NA	Yes	3	Yes	2	3	3	45	2	NA	Do not allow prebids	Nominal amount	No	No tie bids	Yes	No	No	No	No
Doc545420230.xls	1	1	3	1147850	Parallel	45	Yes	3	Yes	2	3	3	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	Yes	No	No	"Yes, to Buyers only"	No
Doc546173121.xls	1	1	4	213480	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc547469742.xls	3	1	4	1890920	Parallel	30	Yes	5	Yes	4	5	5	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc547722299.xls	1	4000	3	141600	Parallel	30	Yes	2	Yes	3	3	3	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc547806822.xls	2	24	3	1250400	Parallel	20	Yes	10	Yes	3	3	3	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc548557778.xls	1	1	4	441529.5	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc550462027.xls	2	1	3	122641.5	Parallel	30	No	NA	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc550631825.xls	1	1	3	457102.9	Serial	NA	Yes	1	Yes	3	5	5	30	10	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc550903079.xls	2	12	2	163104	Parallel	20	Yes	2	Yes	2	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	"Yes, to Buyers only"	No
Doc551245134.xls	1	4	3	17402	Parallel	30	Yes	2	Yes	3	3	3	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc552699700.xls	1	1	5	295862	Parallel	30	Yes	5	Yes	5	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc552707809.xls	4	1612.75	4	5218214	Parallel	30	Yes	5	Yes	4	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc552741927.xls	1	1	3	112400	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc553771924.xls	1	1	3	77876.11	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	Yes	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc553771969.xls	4	1	5	1653684.02	Serial	NA	Yes	5	Yes	2	3	3	20	20	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc553807498.xls	1	1	3	523325	Serial	NA	Yes	2	Yes	3	5	5	20	10	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc554218716.xls	3	216666.6667	2	8382500000	Serial	NA	Yes	2	Yes	1	2	2	20	10	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc554592649.xls	1	1	6	476850	Parallel	30	Yes	2	Yes	2	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc556626982.xls	2	5000	4	287600	Parallel	30	Yes	2	Yes	2	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc556679170.xls	2	15000	2	910000	Serial	NA	Yes	1	Yes	3	1	1	5	5	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc556839222.xls	1	1	4	1912646.7	Serial	NA	Yes	1	Yes	3	5	5	60	10	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc559543638.xls	1	1	3	296300	Serial	NA	Yes	2	Yes	3	5	5	30	2	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc560123035.xls	2	1	5	428400	Parallel	30	Yes	2	Yes	2	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc561272957.xls	1	1	6	1872770	Serial	NA	Yes	2	Yes	3	5	5	30	2	NA	Allow prebids	Percentage	No	No tie bids	No	No	No	No	No
Doc561632123.xls	1	1	4	306000	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc562118933.xls	1	5000	3	180000	Parallel	30	Yes	2	Yes	3	3	3	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc562124854.xls	1	1	2	95660	Parallel	30	Yes	2	Yes	2	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	Yes	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc562180523.xls	122	1	5	6953288	Parallel	30	Yes	2	Yes	5	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc562994260.xls	1	1	4	123820	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc563520968.xls	4	2300	6	27600000	Serial	NA	Yes	2	Yes	3	5	5	30	2	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc563759601.xls	16	70	3	306073.76	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc563759696.xls	1	1	4	1030829.8	Serial	NA	Yes	1	Yes	3	5	5	60	2	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
