,text,tag,score
2161,"Whatever i do not hate on ppl and i was not giving u a mean face. yall were just being stupid and i was givng u a ""your wierd"" face! But u two r funny though.",NEGATIVE,0.7707079648971558
2162,Whats up...thanx for the add! How have things been.. ----- my bad at the speedway ----- I was ----- on the phone conducting business..lol I didnt even see you come in ----- and i was already late for work =/. But yeah get back at me!,NEGATIVE,0.9998849630355835
2163,"ZOMG It's Anthony! <3 The hair style on your pic, it's so you =P",POSITIVE,0.9999608993530273
2164,"Hey there, ----- it was really nice to see you guys again. We should do it more often!! Hope to see everyone soon! ----- ~Ashley",POSITIVE,0.9995604157447815
2165,"yes it has. How are you doing? We are doing good. Chad is back out to sea until November!! Gotta love the Navy!! Well, hope you are doing well. Good to hear from ya...keep in touch!",POSITIVE,0.9974454641342163
2166,hey hun thanks for the add hope your well and spk soon xxxx,POSITIVE,0.9536857008934021
2167,ACDC why did you have to blow Ken's cover?,NEGATIVE,0.8773486018180847
2168,ENJOY YOUR PIZZA???,POSITIVE,0.6985281705856323
2169,Thanks for the add.,POSITIVE,0.8165602684020996
2170,thanks for the add :),POSITIVE,0.9893569350242615
2171,im bleeding rectally ----- xxx,NEGATIVE,0.999976634979248
2172,good lad ill be in top form today mate im not hungover hope your the same lol,POSITIVE,0.9954912066459656
2173,wassup john how u been im jus cummin thru 2 sho sum lubb,NEGATIVE,0.8697314858436584
2174,my babyshower is oct.2oth ima give you an invitation next week so u betta start shopping trick,POSITIVE,0.9893215894699097
2175,It's about time you gave into the world of Mysapce. So how's everything going?? Are you and Jess coming up for the wedding?? Well see ya later. ----- ----- Peace.,NEGATIVE,0.7316128611564636
2176,Thank you! ----- ----- =),POSITIVE,0.9817883968353271
2177,"lol havent gotten it yet, i think im going today..sounds good though.",NEGATIVE,0.5394536852836609
2178,have fun in vegas...,POSITIVE,0.9986912608146667
2179,heyy loser. :] ----- dont you think your cool now. ----- since you have a myspace. ----- yeahh dont you?!?!?!?! ----- well you are very cool now. ----- BECAUSE MYSPACE IS FREAKIN' COOL! ----- ok well love you uncle loser.,POSITIVE,0.8451683521270752
2180,"HAPPY BIRTHDAY COUSIN!!! Enjoy your day to the fullest. May God bless and keep you and guide you each and everyday. Take care and have fun! Love, Silvy",POSITIVE,0.9930029511451721
2181,WHATS UP MY BIG BRO!! ----- WHAT YOU DOIN,POSITIVE,0.994236946105957
2182,hey catherine what ya up too well me nothin much tryna pass my classes but i love avinger so much,POSITIVE,0.9929416179656982
2183,Hey Joe.. Hows it been going.. -----,NEGATIVE,0.5714678764343262
2184,Hi dobbie! Ooo this is the magazine thing i've been hearing about! cool!! if only i lived in glasgow! haha! a doi de doi de doi de doi! :) hope alls great with u! :),POSITIVE,0.9996945858001709
2185,was up homie...im chillin..u?...well cmb ----- Peace ----- ~Hector~,POSITIVE,0.9952738881111145
2186,Happy Birthday Staz!,POSITIVE,0.9992782473564148
2187,miss you lover!,POSITIVE,0.9989921450614929
2188,who's that girl?,NEGATIVE,0.5331695079803467
2189,DID YOU SEE THE BABY :) ----- SHE IS SO CUTE. HOW IS EVERYTHING WITH YOU. BEEN A WHILE,POSITIVE,0.8962143063545227
2190,HAPPY BIRTHDAY!!!!!!!!!!!!,POSITIVE,0.9991636276245117
2191,How U doin' baby i luv u........ The Incredible Mutha Fuckin Black,POSITIVE,0.9995238780975342
2192,You are by far the most amazing and wonderful woman I have ever met! I love you with all of my heart and soul Ashley!!!!!!,POSITIVE,0.992766261100769
2193,"nah huy its the knuckle head crew lol, hope yo arm gets betta soon",POSITIVE,0.9995625615119934
2194,whats up girl!! its been a long long time! how have you been?,POSITIVE,0.9757566452026367
2195,you suck lol =) telling my the ending or CLOSE to the ending of gatsby >.< i passed my two test hehe 10 out of 12 and 8 out of 10 on vocab >.< kinda bad oh well you still owe me vday dinner >:[ flying elephant is hungry.. i dotn think i want to be an elephant maybe something cutier =D,NEGATIVE,0.9991642236709595
2196,whatsup? ----- thanks for adding me!<3,POSITIVE,0.9774473905563354
2197,yo homeslice!! just leavin some love on your page. ill ttyl love peace and chicken grease HOLLA *joelle*,POSITIVE,0.9967362284660339
2198,"HEY OTHER SAMANTHA (HA-HA)THAT IS SO TRUE, I GUESS THAT IS WHY I CAN'T FORGET YOU. THANKS FOR BEING A TRUE FRIEND.",POSITIVE,0.9839531779289246
2199,whats up shorty cant wait till friday so i can pick on you lol,POSITIVE,0.9748237729072571
2200,how are u hun ----- will w/m/b love you alot ----- B&B Margie,POSITIVE,0.9994126558303833
2201,"o, definitely, definitely, definitely!! yea...definitely...",POSITIVE,0.9998619556427002
2202,hey babe why dont u put picZ of u...i wanna see ur cute face again!!!,POSITIVE,0.9682494401931763
2203,u cassie freak,POSITIVE,0.65265291929245
2204,"Not bad thanks. ----- ----- In that case, fancy going to see him in august with me? It is in London but rents are prob going to go up too and go out some place else lol its like ?17.50 which i think is a bargain personally =) ----- ----- Get back to me lovely ----- ----- love love ----- ----- ox",NEGATIVE,0.9992464780807495
2205,"Alright guys I know everyones been asking and I hadn't made up my mind yet til now.. So here's the scoop! I'm gonna celebrate my B-DAY SATURDAY THE 14th @ GLASS.. So please help me spread the word. I only have a week to get the word out to everybody, but with everyones help we should have a great turn out.. Last year we had an awesome turnout, so lets make this years b-day/reunion party bigger than last years.. I'm counting on you guys to let everyone know about my OFFICIAL B-DAY/REUNION PARTY! Don't miss out on hanging with all our peeps under one roof! ----- ----- In the next day or so I should have some more details for everyone.. But start spreading the word! ----- ----- Orly..",POSITIVE,0.9921846985816956
2206,"Tell Na,I said Happy Birthday!!!!!!!",POSITIVE,0.9964644908905029
2207,ya it was under warranty so it was free! and i already got everything back on it it was all saved on my computer so its all good to go!,POSITIVE,0.995448887348175
2208,"damn bro, Happy Belated BIRTHDAY!!! ----- ----- hehe, but yea hope you didnt party to gard and grats on hittin 16 :P ----- ----- peace out Roids, ----- ----- ~MatT~",POSITIVE,0.9951291084289551
2209,"Hi Bry, im still at school doing a research project.",POSITIVE,0.906225323677063
2210,"I just got tired of all the shit. No support, no money, no leadership. So I quit. I spent 12 years at that place, and not one person has said thank you or even f-k off since I left. It is all good though, things are going great, and it would have been foolish of me to stay amy longer. That place has nothing going for it anymore, and I don't want to be associated with it.",NEGATIVE,0.9999796152114868
2211,My HERO!!! :-),POSITIVE,0.9998416900634766
2212,hope you are having a killers summer so far twin.......miss ya lots,POSITIVE,0.9916349649429321
2213,campin in flag on the 13th!! Bring the bike budday!! Lemme know. try responding for once eh?,POSITIVE,0.7434014678001404
2214,"were going out tonight, you wanna go? let me know, call me, k?!",POSITIVE,0.9064102172851562
2215,"Hi Dave, ----- All is well here by the river! ----- Just spoke to Jesss this morning and she is getting prepared for a halloween party in Edinburgh.... ----- cannot think of a better city than Ed to do that....very gothic with castles and cobbled streets etc (very Jess hey) ----- Lisa has just got a new job in London and is working for the management company that handles Mark Knopfler.... ----- money for nothin' and your chicks for free....etc ----- James is at Newcastle uni and having a ball....which means getting pissed most nights, I think! ----- Anyway Dave,.....keep well",POSITIVE,0.9266906976699829
2216,"hello mr, lovely wig i think it should be a permanent fixture! hope all is well and dandy!xx",POSITIVE,0.9993851184844971
2217,"Hey ryan, ----- I heard u might be getting a bike thats sweet. Well good luck in your search. ----- ~trish",POSITIVE,0.677701473236084
2218,idk what do you mean.,NEGATIVE,0.9687886238098145
2219,"hey, did you have a good party?? sorry i couldnt go, my parents are nobbers sometimes n wouldnt pick me up :( xxx",NEGATIVE,0.9552371501922607
2220,Shoot i guess when ever i get a chance. All the damn rodeos got me goin a bunch. i'll make it down there before to long.,NEGATIVE,0.7893321514129639
2221,"girl, go do something with ya life.",POSITIVE,0.9893217086791992
2222,thanx 4 da add. can u comment my pics?,POSITIVE,0.9796659350395203
2223,"yo, we gonna listen to dem tapes dis weekend fake money. ya know, CREW 2001 like 1999. ITT TECH and all dat! SLOPPY, BJ, Big DADDY LONG SHLONG, MEX, DUI till you die or me first. ----- GET DEM 40 so you can $ it!",NEGATIVE,0.9558823108673096
2224,okay well at least it was useful!,NEGATIVE,0.6868202090263367
2225,happy birthday =),POSITIVE,0.9986262321472168
2226,Your Girlfriend would be even COOLER if she would just let us Cuddle...i mean she gets really Irrate about sharin...but who could blame her when she has such a (cute) Hardcore Rocker Boyfriend.......,NEGATIVE,0.9893943667411804
2227,yay ur only friend and 1st comment i feel so special,POSITIVE,0.9947453737258911
2228,preciate dat cuz...i'an been doin nun but dis music shit...grindin harder than a muthafucka...it's payin off doe...,NEGATIVE,0.9890955090522766
2229,Hey who is that Hott Old man in the Picture? Man I hope I look as good as he does when Im that old...,POSITIVE,0.9913962483406067
2230,hi thanx for the lil add.........i take it you know my bff saMMI............yeah she rocks!,POSITIVE,0.9998224377632141
2231,hello baby ----- im so glad where still together ----- just wanted to show you some love ----- ----- love stephanie,POSITIVE,0.9964450001716614
2232,uhhh why am i not in your top whatever??? ----- i think i should be in it. ----- and how do you know adrienne the indian freshman?,POSITIVE,0.9396248459815979
2233,"Kim is highly aggitated for no particular reason ----- ----- ...of course you are, you work with MIKE. ----- ----- miss you!",POSITIVE,0.8137179613113403
2234,Hey are yall going to the bash this year ?,POSITIVE,0.9939950108528137
2235,I LOVE YOU!!!!,POSITIVE,0.9959308505058289
2236,whats up with the name ginger and fransic hehe no offense brad but really what is??? ----- its kinda streange but oh well that is like u so nevermind... ----- where u at the library hehe that is for little kids not big kids like u guys!! ----- brittany your little sister ----- (im little so i can go to the library),NEGATIVE,0.6668833494186401
2237,"I hate liars and bitchassness, too!",NEGATIVE,0.9676037430763245
2238,"Thanks for adding me... xoxoxoxo... ----- ----- Love Always, ----- Miss Phoebe",POSITIVE,0.8861161470413208
2239,are we having fun,POSITIVE,0.9994983673095703
2240,hey thinks for visting my myspace and requesting to be my friend hit me up when you see it leave me a message,NEGATIVE,0.9969902038574219
2241,"Yeh T tickets didnt really happen.. ----- Did you go to Bled or anywhere exciting like that?! I want sunshine now - Feb was miserable, time for daffodils",NEGATIVE,0.9999409914016724
2242,nah its more like bbBOOOOOOOMmm,NEGATIVE,0.9998407363891602
2243,"hey sexy im at work, i just wanted to say have fun shopping...love ya -----",POSITIVE,0.9921817779541016
2244,Oh no...your song is broken! ----- Happy Birthday Bitch! ----- Love ya!,POSITIVE,0.7287722826004028
2245,It would be great to play togther again because knowing we have played together pretty much our whole football careers is gunna be hard to leave. im proud of you tho john im glad your having great success ill be here for u if u need me man. and sorry for this sympathetic stuff but im glad your my friend my man.,POSITIVE,0.9982925057411194
2246,hey mai why are'nt u on aim?,NEGATIVE,0.9893646240234375
2247,Mary ----- I ? YOU!! ----- ----- im jus a tad bit bored ----- lol ----- so hows summer treating you?? ----- ----- ???,NEGATIVE,0.999948263168335
2248,I am ill!!! With something called Labrynthitus!! ----- ----- Inner ear is fucked!! ----- ----- Cant stand up without falling over!!!!!!! ----- ----- ----- x,NEGATIVE,0.9999716281890869
2249,trying to graduate on time and get the hell out of here so i can start a life of my own.,POSITIVE,0.846013605594635
2250,My life is complete. Chad is my myspace friend.woo hoo!,POSITIVE,0.9993162155151367
2251,welcome aboard matey - see you saturday? for a bit of fighting?,POSITIVE,0.9780341982841492
2252,im good....... you?,POSITIVE,0.9741054177284241
2253,YAY! I am so glad you are free to roam again. :),POSITIVE,0.9993327260017395
2254,YES whats up u half black son of a gun you,POSITIVE,0.6791507005691528
2255,Hey DUDE!!!!!!!!! You need to call me so we can have band practice. ROCK ON DUDE!!!!!!!!!,POSITIVE,0.9989141225814819
2256,wats up biatch.....u like tha movie,NEGATIVE,0.9959881901741028
2257,sup bitches. ----- ----- ----- auto-robotic asphyxiation,NEGATIVE,0.9996645450592041
2258,"happy birthday to you happy birthday to you happy birthday dear popssss happy birthday to you! ----- ----- umm.. i think i deserve to be on your top!! ----- ----- love you, ----- sierra",POSITIVE,0.9987003803253174
2259,"thanks, i will be back somewhere around that day too because shawn and i have a wedding to go too.... i have 4 weddings in aug to go too this year.... im goin to be so poor.... i need to find a job out in cali... okay ill talk to ya later, bye",NEGATIVE,0.9475303292274475
2260,Hey Maribel!!!How have you been?,POSITIVE,0.9982909560203552
2261,ya i miss u to. lol,POSITIVE,0.9961525797843933
2262,so how was ur weekend? i hope yall liked the game i did and didnt lol -----,NEGATIVE,0.9453046321868896
2263,"hummm water edge, well im not sure what the place is called but my buddy Kenny and my friend Wendy both live on Hiatus. so i'm not sure where....what color are the places that u live in??",NEGATIVE,0.9710206985473633
2264,"O MY FUCKING GOD!!!HA,HA,HA!OH GOD!!!! ----- =D",NEGATIVE,0.9218551516532898
2265,THATS GOOD. THATS HOW YU GITTA DO iT NOW DAYS FA YU G3T iN TROUBL3.,POSITIVE,0.9990025162696838
2266,hah I feel loved I am on ur tops..=),POSITIVE,0.9993315935134888
2267,"alright savy! Got a few pictures ere for you mate, sorry I got distracted the other night man. Must see you guys soon for a few. I can send you them pictures over msn if you want to grab my email from our page!",POSITIVE,0.9839769601821899
2268,lol doin good! kinda tired though from track.,POSITIVE,0.978839099407196
2269,aye congrats on da new born my nigga,POSITIVE,0.9991673231124878
2270,Jim doesn't get pissed off- why you mad?,POSITIVE,0.9961643218994141
2271,hell yeah you know it.,POSITIVE,0.9982847571372986
2272,is that truck worth havin? shoot,NEGATIVE,0.9744635224342346
2273,Nigga Henna! wuts tha mutha fuckin deal cuz? i havnt seen ur punk ass in a few mins man! fuckin holla @cha boi bitch! ----- ----- Twankie,NEGATIVE,0.9998724460601807
2274,sox/yankees you take Yanks?!?! ----- ----- are you kiddin me?,NEGATIVE,0.9994956254959106
2275,hey love you are so cute in those pics.... message me back!,NEGATIVE,0.9797517657279968
2276,hey hun how have u been,POSITIVE,0.9976420402526855
2277,hello new fwend :D,POSITIVE,0.9679611921310425
2278,Happy Birthday B-E-N!,POSITIVE,0.998769223690033
2279,"look at that lee top of your leaderboard, oh yeah and im probs the person that know you least. sorry didnt get hold of you left my phone in my dads car. but ill catch ya on monday buddy. much love xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",POSITIVE,0.9954030513763428
2280,um u a offie 4 real nick! haha naw im just playin...u know ur sexy as hell lol...,POSITIVE,0.997864305973053
2281,hey tiffany welcome to myspace. i seen that nobody sent u ne coments so i figured i would send u one. Hit me back maybe we can do sometime yah know. well ill ttyl bye earl,NEGATIVE,0.9983475208282471
2282,wood lake?,NEGATIVE,0.9697787761688232
2283,how do i add a pic to my background?,POSITIVE,0.9755582809448242
2284,it runs?? but i rolled a bearing in it.im also doin some high po work to it,NEGATIVE,0.9982550740242004
2285,"----- Just to warn you for liability reasons, please read this article.",NEGATIVE,0.9912269711494446
2286,Ay whats up bro?,POSITIVE,0.9695360064506531
2287,who?,NEGATIVE,0.9874481558799744
2288,Did the strom hit in your town?,NEGATIVE,0.9961203336715698
2289,Love you :),POSITIVE,0.9976252913475037
2290,STEVE--OOO whats up man -----,POSITIVE,0.9712953567504883
2291,HEYY!!! ----- THANKS FOR THE ADD! ----- ?KRiSTiN,POSITIVE,0.8665515184402466
2292,"YAY...i can read your profile!!! lol Terri, i know you wont get this for like 10 friggin years, but i love you and thanks for being there for me when i need you the most!! you're a WONDERFUL mother-in-law! I couldn't ask for anything more!",POSITIVE,0.998769223690033
2293,HAPPY BIRTHDAY!!!!!!!!!!! ----- BRITTONI ----- A*K*A ----- THA ***ALL$TAR***,NEGATIVE,0.9999566078186035
2294,Think you were off from work enough this week?,NEGATIVE,0.5370677709579468
2295,lol ----- soo wut ----- =p ----- ----- we finally finished the floors.. ----- thank GOD..,POSITIVE,0.9959383010864258
2296,HEY BOII!!! HAVENT TALK TO YA IN AMIN!! WHATS GOOD WITH YOU?? WELL IM JUS COMMIN BY SHOWIN MY PRESCIOUS LOVE,POSITIVE,0.9970024228096008
2297,I love being your myspace friend!,POSITIVE,0.9881669878959656
2298,HEY YALL I MISS YALL TO IM HOPING TO COME HOME SOON SHOW-MEI HAS MY DATES WEAN ILL BE BACK IN THE STATES I CANT SAY RIGHT NOW LOL ALL THE CLISSIFIED STUFF AND ALL LOL BUT ILL KEEP IN TOUCH AND TELL EVERYONE I MISS THEM ALOT AND GOOD LUCK HUNTING THIS YEAR,POSITIVE,0.9997511506080627
2299,Hows the grind comming?,NEGATIVE,0.9847143292427063
2300,a big dave whts krakkking man its ceen a long a$$ tyme since i seen you .how have youu ceen .how is skool man ......i live out here in mizzouri still going to skool....well its good to c you on dis shit...good luck and JAH bless...,NEGATIVE,0.9907942414283752
2301,kieron ----- you blaits think my space is amazin..:D ----- loveuu x,POSITIVE,0.9997751116752625
2302,"lol, i feel u ----- ay, if u get a chance listen to da original of that theme song, u can hear how much i had to chop and flip it to get it rite for da beat",NEGATIVE,0.9050887823104858
2303,AAaaaay bitch.........lol naw wassup baby yo page is aight it aint all dat nigga but yea change that pic got yo big ass head in the hole pic no back ground..... but yeah ya nigga gettin ghost im out i love u............,NEGATIVE,0.8161827325820923
2304,whats up with the falcons,NEGATIVE,0.8974518179893494
2305,yes Simon ----- ----- a punk bitch slap ----- ----- and thanks mate =],POSITIVE,0.5343336462974548
2306,"hey bab, we really need to sort somethin 4 valentines so please stop bein a big gimp! 8 days till im home, love u xxxxx",POSITIVE,0.7493057250976562
2307,wassup babe hit me up tomorrow :o),POSITIVE,0.9971773624420166
2308,navid! ----- hows it going? i miss you! =[ ----- hope everything is well ----- ----- ? ----- shelby,POSITIVE,0.994772732257843
2309,Ali wear to start i really have no clue...I MISS YOU SO MUCH...come back home...ts so weird not having you around down here..like for real...makes me cry just thinking about ya...and lookin at the pictures on my closet doors what have ya on it makes me cry to...even though right now i cant walk up my steps to get to my closet doors lol...but i hope you are havin so much fun up there with all the hott guys i bet you are..and i bet it was so hard for you mom to leave her little girl...cuz i no my mom couldnt have done that..she dont even like to think about me leavin for college cuz we were talkin about you today and she was like why dont you just go to a community college in pad or madisonville for 2 years were you wont have to leave me..and i was like pssshhtt...whatever im gettin as far away from here as possible and i told her today that i was commin up there all the time when i got my licenses lol...and i am going to or else im pretty much going to go into depression...cuz i miss my ali that much right now...and it hasent even been like a whole 4 days lol and im already going like insain like you dont no...but i have wrote alot and you have alot to do i bet with gettin moved in and everything...but you have to tell me all about your first day tommorow and your new roomate hopefully she aint gay haha..i think you told me she was really pretty...but write me back...love you with all my heart...alex,POSITIVE,0.986086905002594
2310,thanks for the add. wat good wit you...,POSITIVE,0.7503054141998291
2311,CONGRATULATIONS on the new addition to the family! Can't wait to watch James grow & develop into a young man!!,POSITIVE,0.9983731508255005
2312,"Aye I'm not feelin the best either atm..but that's probably only cos of my shit weekend haha ----- ----- Good luck with algebra then ;] ----- ----- School sucks here...like loads of my mates in the year above me have left, and they were the fun ones...so school is majorly boring >_< ----- But I'll live haha ----- ----- xx <3",NEGATIVE,0.9996973276138306
2313,Thanx for the love girl!!! ----- ----- You're very pretty....I know ur gonna do great with dancing & modeling as long as u stay aggressive. ----- ----- I'm not modeling yet. I work full time so its kinda hard....but ima try to get on top of right now =p gotta get ourselves out there. Its all about running across the right people =) ----- ----- Hope u have a great weekend. ----- ----- Show me sum love and ill always return it. Don't be a stranger. ----- ----- ~!> MIZZ FAITH (B.B.)<!~,NEGATIVE,0.9921793937683105
2314,hey,POSITIVE,0.7412112355232239
2315,HIIIIIIIIIIIII RISSA!!!! Good to see you on-line!!!,POSITIVE,0.9995287656784058
2316,yooo holla at me this weekend man so we can party we aint gotten drunk ina minute,POSITIVE,0.9637526273727417
2317,Whats up homie,POSITIVE,0.7056146860122681
2318,"I hope you're having a GREAT Weekend! ----- ----- Yes, I finally posted my latest blog entry! I had so many requests to put it up but many things have happened recently. I'm not sure if you were one of the ones who messaged me about it, I mean I had hundreds and that's a lot to remember...lol ----- ----- - MC ----- ----- P.S. - If you haven't subscribed yet, Subscribe now, and you'll be notified when it's updated!",POSITIVE,0.9930087327957153
2319,I LOVE YOU AND MISS YOU CANT WAIT TILL YOU COME HOME TODAY!!!WOOO PARTAY TIME!!,POSITIVE,0.9990614056587219
2320,Hey Baby! There you are. See you tonight.,POSITIVE,0.9985629916191101
2321,WUT^ IM JUS PASSIN BY TO SHOW U AND UR PAGE SUM LUV SO WHEN YOU GET THIS I HOPE YOU RETURN THIS AS SOON AS POSSIBLE BE SAFE 1,NEGATIVE,0.9955106973648071
2322,Your page gives me a headache.... lol,NEGATIVE,0.9935455918312073
2323,na na na na....na na na na....HEY HEY HEY...GOODBYE ATL!!!!............na na na na....na na na na....HERE WE COME...HTOWN!!!!!!!!!!!,POSITIVE,0.9928257465362549
2324,Thanks you rock! HA thats my first message. Later,POSITIVE,0.9955573678016663
2325,hey bud!! whats up? i see you have um changed your page a little haha!,NEGATIVE,0.6883857846260071
2326,I miss and love you!,POSITIVE,0.9972500205039978
2327,lol i still love u no matter what,POSITIVE,0.9982603192329407
2328,OMG!!!...that is a great picture,POSITIVE,0.9996458292007446
2329,wuts up mayne? ----- just stoppin through and gracin your page. ----- make sure you return the favor ya digg?,NEGATIVE,0.9999160766601562
2330,Hey<3 ----- I'm Steven ----- How are you?,NEGATIVE,0.7224891185760498
2331,Yep! We actually have 10 that we know of! Six black ones and four brown ones!,POSITIVE,0.9980308413505554
2332,hey girl thanks for the add looking good,POSITIVE,0.8020111322402954
2333,"What's up dude, what are you doing tonight any plans? I might hit the bar up later but not sure yet. Call me if you are going out...",NEGATIVE,0.716007649898529
2334,wat up asshole dis Dough holla at me,NEGATIVE,0.9963078498840332
2335,Hey baby....I'm the first one to comment on your myspace...............I LOVE YOU!!!!!!! <3,POSITIVE,0.9995371103286743
2336,hey boy what u been up 2?,NEGATIVE,0.818070650100708
2337,"Senor Gorgo, How nice of you:-) ----- Good luck with everything! ----- Kizzy",POSITIVE,0.9978342652320862
2338,"wow.i haven't been gone from the house yet for too long, and now you are adding me on myspace!! hahaha you must miss me a lot. hahahahahah ----- ----- x",POSITIVE,0.9981402158737183
2339,"you found me you little jackal! haha, ----- I love you lots, bro!",POSITIVE,0.9992465972900391
2340,"Hey im glad i am the first one to comment on your page, fix it up, make it look nice, and they WILL come...",POSITIVE,0.9934318661689758
2341,U are such an old soul...lovin the fro!! Get @ me Hun...I never see ya anymore. :),POSITIVE,0.9861457943916321
2342,funn!! (minus the back and forth stuff) did u start school...in august??,POSITIVE,0.7615033388137817
2343,"yeh defo we can meet up wen were back off hols an do summit guna be a bit busy until then. tell me if u hear from summer school cos i still havent got nething yet, cheers bigears!",POSITIVE,0.9774171113967896
2344,so im listenin to ratm ----- and i thought of you <3 ----- haha word ----- but speaking of burned victims ----- we needa hang out again ----- lol,NEGATIVE,0.9985359907150269
2345,whaddup?,NEGATIVE,0.9987333416938782
2346,ur an animal,NEGATIVE,0.9997597336769104
2347,"who recruited you? cuz if i am right there were two sgts there msgt rosario, and tech sgt. green. msgt rosario got me in",POSITIVE,0.9785624146461487
2348,"CHEERS , NEYE.... I AM HUMBLED. ----- DID I MAKE SENSE? HA HA HA.... ----- ----- BEST WISHES FROM KUALA LUMPUR.",POSITIVE,0.9988445043563843
2349,thanks bro!,POSITIVE,0.9987836480140686
2350,HAHAHAHAHAHAHAH UR PIC IS FUNNY......... ----- -CJ aka LiL'J.C. ----- comment back,POSITIVE,0.9636608362197876
2351,You didn't let brother Kevin have a guest appearance solo on the new album???,NEGATIVE,0.9542557001113892
2352,"hi aunt donna,love you hopefully i will be able to see you guys soon.tell Gab and Josh i said hello.",POSITIVE,0.9199267625808716
2353,whats up. ----- ask fes to add u to his friends list.,POSITIVE,0.9958535432815552
2354,How ya feelin Bob! Hope your not too hung over this morning.,POSITIVE,0.9998425245285034
2355,you are welcome Renji ^_^,POSITIVE,0.9856897592544556
2356,how goes it lady!!!!,NEGATIVE,0.9219332337379456
2357,at college lol how bout you?,POSITIVE,0.9502705335617065
2358,whats up girrrllllllllll,POSITIVE,0.9730148315429688
2359,Me and my dude smoke fat rocks all day if you got something to say about it ill shove a can of beans down your throat,NEGATIVE,0.7641327381134033
2360,hey cuttiiee,POSITIVE,0.9873736500740051
2361,whats up kenny?!?!? just saying hey!!,POSITIVE,0.8918769955635071
2362,Getting rid of the kid this weekend I hear....you two behave yourselves! No crazy games of butt darts allowed.,POSITIVE,0.9990941286087036
2363,Not the mama! ----- not the mama!,NEGATIVE,0.9989342093467712
2364,hey how are you doing ...thanks for the add,NEGATIVE,0.7338409423828125
2365,hmmmmm what did you end up doing this weekend,NEGATIVE,0.8939013481140137
2366,"Wassup, lil bit. Stoppin by to show some love!",POSITIVE,0.9998939037322998
2367,----- Pimp Your Profile! -----,NEGATIVE,0.999445378780365
2368,"Now look whos trying to get into a frat. Its kind of weird, I mean just because some of us are in alpha beta twat doesn't mean that just anyone can get in...Maybe i'll put in a good word",NEGATIVE,0.9994638562202454
2369,i miss you!,POSITIVE,0.9950951337814331
2370,Hey girl!!! Thank you so much for the comment on my blog I posted. You need to join us for one of our girl nights at my house....we have lots of fun. Talk to ya soon.,POSITIVE,0.9883827567100525
2371,hey girl im good been busy hope everyone is doing good,POSITIVE,0.9928418397903442
2372,Hey chica! Whats been up with u! Get ready for camp on Monday!,POSITIVE,0.9942407608032227
2373,WHAT A GOOBER,POSITIVE,0.9281666874885559
2374,Hey. How have u been? I have not talk to u in sooo long. Call me some time.,NEGATIVE,0.6297456622123718
2375,hey you love the new pics how was Ibiza?,POSITIVE,0.9980050921440125
2376,did derek buy that 4 wheeler yall went to go look at,NEGATIVE,0.8893513083457947
2377,"Hey, old roomie. ----- ----- How are you?! :) Do you still go to LA Fitness? I got hooked on the cycling class, but I go at 6:45 p.m. Tues/Thurs instead of at noon now.",POSITIVE,0.620398223400116
2378,k so i tried to put the pic of the cartoon saying il just pretend to hug you until you get here as a comment but you know im special and for some reason i couldnt get it to work. sorry but it was the thought that counts right? haha be good dont have too much cyber sex!,NEGATIVE,0.9999455213546753
2379,sure that would be nice ok what will we call it???respond plzz ok ttfn,POSITIVE,0.5058660507202148
2380,happy new year,POSITIVE,0.9941309094429016
2381,"i miss you too!! merry late x-mas! we deffinatley hafta hangout, i didnt know you were back in the area. call me or send me a message or sumthin.",POSITIVE,0.999866247177124
2382,I got peas on my head but don't call me peahead!,POSITIVE,0.8085400462150574
2383,hey where i'm i at on this myspace,POSITIVE,0.9848411679267883
2384,happy birthday tomorrow!!!!!! when i see u at work i'll tell u happy birthday again ok! lol ----- ----- ----- ? nell,POSITIVE,0.9862151741981506
2385,"i am refusing 2 talk 2 you until you post some pix, mr. triathlon!! (JK...... congrats on the baby on the way!!!)",POSITIVE,0.8336725234985352
2386,Tell Aiden that great Aunt Jen says I understood everything he said and I agree ;-),POSITIVE,0.998100221157074
2387,"sup cuz! nah not on this, all about facebook these days! ----- My mum being a Biiiiaaatch! thats why bullied.but goin uni soon, so not even bothered any more! Tell me whats happening in ur life then?x",NEGATIVE,0.9971429705619812
2388,dam j thats a bad ass backround,POSITIVE,0.733914315700531
2389,I want to put a vote down for ----- X Factor 1,NEGATIVE,0.9990708827972412
2390,"I miss you, fix it.",POSITIVE,0.9946296215057373
2391,"your crazy booooomer you didnt read its ( JESSICA MYSPACE) not mike. Mikey he got his own ""MYSPACE"" damn you left me two commetns and not one said jessica you crazy but ill forgive your crazy ass! So what have you been up too i see im in your top 12 but that might be becuz of MIKEY!!!! lmao j/k so hit me up ""JESSICA"" ok !",NEGATIVE,0.9995513558387756
2392,your neva on msn you dorkazoid. *smiles*,POSITIVE,0.9945206642150879
2393,Brandon! U never told me wat santa got u! Lol,POSITIVE,0.9977691173553467
2394,hi loser jus adding more kommments ----- kk....ily :],NEGATIVE,0.8060382604598999
2395,hi cousin how r u? did u still remember me? we stay in yur hauz before me and my brother and sister leah in clark air base remember.god bless u!!!!,POSITIVE,0.9980019927024841
